Order_ID,Order_Date,Region,Salesperson,Product,Category,Quantity,Unit_Cost,Unit_Price,Sales,Cost,Profit,Payment_Method
ORD0228,2025-09-23,East,Meera,Keyboard,Accessories,6,975.32,1138.82,6832.92,5851.92,981.0,UPI
ORD0229,2025-11-17,East,Meera,Mouse,Accessories,11,544.54,643.83,7082.13,5989.94,1092.19,Card
ORD0230,2025-11-06,East,Arun,Webcam,Electronics,10,2221.37,2882.49,28824.9,22213.7,6611.2,Cash
ORD0231,2025-05-16,South,Kiran,Monitor,Electronics,1,13045.64,17367.75,17367.75,13045.64,4322.11,Cash
ORD0232,2025-06-04,West,Sneha,Desk,Furniture,15,9061.12,10754.66,161319.9,135916.8,25403.1,Bank Transfer
ORD0233,2025-08-14,West,Divya,Headphones,Accessories,8,1562.84,1747.21,13977.68,12502.72,1474.96,Bank Transfer
ORD0234,2025-06-13,East,Kiran,Mouse,Accessories,6,500.83,597.88,3587.28,3004.98,582.3,Card
ORD0235,2025-08-27,North,Vishnu,Printer,Electronics,9,8418.51,10066.31,90596.79,75766.59,14830.2,Bank Transfer
ORD0236,2025-07-16,West,Sneha,Mouse,Accessories,3,437.1,518.87,1556.61,1311.3,245.31,Card
ORD0237,2025-03-23,West,Divya,Printer,Electronics,15,8452.58,10090.81,151362.15,126788.7,24573.45,Bank Transfer
ORD0238,2025-09-16,West,Sneha,Headphones,Accessories,8,1540.43,2131.29,17050.32,12323.44,4726.88,Card
ORD0239,2025-11-02,West,Vishnu,Webcam,Electronics,6,2155.41,2552.88,15317.28,12932.46,2384.82,Cash
ORD0240,2025-07-07,West,Anjali,Monitor,Electronics,7,10601.8,12503.15,87522.05,74212.6,13309.45,Cash
ORD0241,2025-10-11,East,Meera,Office Chair,Furniture,1,6947.99,8048.53,8048.53,6947.99,1100.54,Bank Transfer
ORD0242,2025-11-16,North,Rahul,Tablet,Electronics,8,18739.82,22186.38,177491.04,149918.56,27572.48,Cash
ORD0243,2025-07-07,South,Sneha,Office Chair,Furniture,6,7341.07,8821.95,52931.7,44046.42,8885.28,Bank Transfer
ORD0244,2025-06-20,West,Divya,Tablet,Electronics,1,15503.87,17691.64,17691.64,15503.87,2187.77,Card
ORD0245,2025-11-10,East,Rahul,Webcam,Electronics,15,2447.19,2932.69,43990.35,36707.85,7282.5,Bank Transfer
ORD0246,2025-09-17,West,Vishnu,Webcam,Electronics,12,2651.63,3389.09,40669.08,31819.56,8849.52,Bank Transfer
ORD0247,2025-08-02,East,Arun,Laptop,Electronics,6,41976.45,47554.34,285326.04,251858.7,33467.34,Bank Transfer
ORD0248,2025-10-23,South,Arun,Headphones,Accessories,11,1882.31,2508.83,27597.13,20705.41,6891.72,Bank Transfer
ORD0249,2025-07-14,South,Sneha,Keyboard,Accessories,9,906.53,1165.73,10491.57,8158.77,2332.8,Cash
ORD0250,2025-06-10,West,Rahul,Webcam,Electronics,12,2193.68,2425.51,29106.12,26324.16,2781.96,Bank Transfer
ORD0251,2025-08-30,North,Rahul,Backpack,Bags,4,1714.67,2284.78,9139.12,6858.68,2280.44,Card
ORD0252,2025-07-12,East,Rahul,Tablet,Electronics,6,19791.55,24611.02,147666.12,118749.3,28916.82,Bank Transfer
ORD0253,2025-12-15,East,Divya,Tablet,Electronics,6,17758.23,23134.72,138808.32,106549.38,32258.94,Card
ORD0254,2025-06-02,East,Sneha,Mouse,Accessories,5,494.76,577.61,2888.05,2473.8,414.25,Bank Transfer
ORD0255,2025-05-21,East,Meera,Printer,Electronics,8,7966.21,10994.25,87954.0,63729.68,24224.32,Bank Transfer
ORD0256,2025-03-16,East,Arun,Office Chair,Furniture,14,6553.99,8729.39,122211.46,91755.86,30455.6,UPI
ORD0257,2025-05-12,West,Sneha,Backpack,Bags,2,1685.86,2078.18,4156.36,3371.72,784.64,Card
ORD0258,2025-03-12,North,Sneha,Tablet,Electronics,5,19498.61,25520.78,127603.9,97493.05,30110.85,Card
ORD0259,2025-04-30,North,Meera,Laptop,Electronics,11,48433.32,56555.66,622112.26,532766.52,89345.74,Bank Transfer
ORD0260,2025-03-12,North,Rahul,Printer,Electronics,12,8228.86,10733.38,128800.56,98746.32,30054.24,Bank Transfer
ORD0261,2025-11-30,South,Vishnu,USB Drive,Accessories,15,749.11,930.93,13963.95,11236.65,2727.3,UPI
ORD0262,2025-11-30,South,Arun,Headphones,Accessories,11,1556.62,2071.27,22783.97,17122.82,5661.15,Card
ORD0263,2025-01-19,West,Divya,Office Chair,Furniture,15,7415.81,10235.13,153526.95,111237.15,42289.8,Card
ORD0264,2025-01-05,East,Meera,Backpack,Bags,14,1946.72,2653.42,37147.88,27254.08,9893.8,UPI
ORD0265,2025-09-10,South,Divya,Headphones,Accessories,8,1975.09,2494.52,19956.16,15800.72,4155.44,UPI
ORD0266,2025-08-23,East,Rahul,Mouse,Accessories,13,439.08,504.39,6557.07,5708.04,849.03,Cash
ORD0267,2025-04-09,South,Kiran,Backpack,Bags,6,1885.85,2395.66,14373.96,11315.1,3058.86,Bank Transfer
ORD0268,2025-04-05,South,Divya,Tablet,Electronics,6,15690.32,20409.6,122457.6,94141.92,28315.68,UPI
ORD0269,2025-05-17,East,Vishnu,Mouse,Accessories,1,457.6,535.69,535.69,457.6,78.09,Cash
ORD0270,2025-12-08,North,Divya,Headphones,Accessories,11,1691.8,1980.91,21790.01,18609.8,3180.21,UPI
ORD0271,2025-12-27,East,Meera,Keyboard,Accessories,7,919.37,1265.91,8861.37,6435.59,2425.78,UPI
ORD0272,2025-09-02,South,Divya,Printer,Electronics,10,7694.3,10673.6,106736.0,76943.0,29793.0,UPI
ORD0273,2025-10-03,South,Sneha,Office Chair,Furniture,12,6911.16,8578.47,102941.64,82933.92,20007.72,Cash
ORD0274,2025-10-16,North,Arun,Tablet,Electronics,8,17676.78,21363.02,170904.16,141414.24,29489.92,Card
ORD0275,2025-09-24,West,Meera,Webcam,Electronics,9,2218.66,2658.92,23930.28,19967.94,3962.34,Card
ORD0276,2025-08-17,North,Divya,Backpack,Bags,10,1749.97,2396.88,23968.8,17499.7,6469.1,Card
ORD0277,2025-08-25,East,Arun,Tablet,Electronics,7,17355.59,19391.77,135742.39,121489.13,14253.26,Bank Transfer
ORD0278,2025-02-07,North,Kiran,Headphones,Accessories,14,1531.36,1784.6,24984.4,21439.04,3545.36,UPI
ORD0279,2025-02-05,West,Arun,Backpack,Bags,2,1773.52,1982.93,3965.86,3547.04,418.82,UPI
ORD0280,2025-11-27,West,Anjali,Office Chair,Furniture,3,7295.7,9701.44,29104.32,21887.1,7217.22,Bank Transfer
ORD0281,2025-02-11,South,Anjali,Desk,Furniture,14,9713.51,11784.91,164988.74,135989.14,28999.6,Cash
ORD0282,2025-04-25,North,Arun,Keyboard,Accessories,9,853.44,971.39,8742.51,7680.96,1061.55,UPI
ORD0283,2025-07-14,South,Sneha,Desk,Furniture,11,9267.96,11374.0,125114.0,101947.56,23166.44,Bank Transfer
ORD0284,2025-02-27,North,Kiran,Printer,Electronics,3,7810.76,10788.4,32365.2,23432.28,8932.92,Cash
ORD0285,2025-08-17,North,Sneha,Mouse,Accessories,4,433.41,553.98,2215.92,1733.64,482.28,Cash
ORD0286,2025-01-29,South,Vishnu,Office Chair,Furniture,8,6360.09,7410.65,59285.2,50880.72,8404.48,Card
ORD0287,2025-12-11,East,Sneha,Backpack,Bags,10,1673.51,2141.05,21410.5,16735.1,4675.4,UPI
ORD0288,2025-05-21,North,Rahul,Keyboard,Accessories,11,882.28,1079.97,11879.67,9705.08,2174.59,Bank Transfer
ORD0289,2025-11-26,West,Anjali,Tablet,Electronics,8,15510.98,18664.74,149317.92,124087.84,25230.08,Bank Transfer
ORD0290,2025-10-03,West,Sneha,Office Chair,Furniture,3,6474.8,7479.45,22438.35,19424.4,3013.95,Card
ORD0291,2025-01-30,West,Kiran,Headphones,Accessories,14,1848.41,2480.07,34720.98,25877.74,8843.24,Card
ORD0292,2025-02-10,West,Anjali,Office Chair,Furniture,4,6396.24,7669.6,30678.4,25584.96,5093.44,Cash
ORD0293,2025-07-13,North,Meera,Tablet,Electronics,12,19032.33,21229.82,254757.84,228387.96,26369.88,Card
ORD0294,2025-04-17,East,Vishnu,Webcam,Electronics,12,2544.66,2964.8,35577.6,30535.92,5041.68,Cash
ORD0295,2025-09-03,South,Sneha,Mouse,Accessories,15,448.75,593.45,8901.75,6731.25,2170.5,Bank Transfer
ORD0296,2025-08-27,East,Vishnu,Mouse,Accessories,9,465.2,551.22,4960.98,4186.8,774.18,UPI
ORD0297,2025-08-29,East,Sneha,Printer,Electronics,9,9100.98,11283.41,101550.69,81908.82,19641.87,UPI
ORD0298,2025-03-16,North,Vishnu,Printer,Electronics,7,7322.15,9952.45,69667.15,51255.05,18412.1,Bank Transfer
ORD0299,2025-10-19,South,Divya,Headphones,Accessories,3,1618.29,1891.79,5675.37,4854.87,820.5,UPI
ORD0300,2025-11-25,West,Divya,Headphones,Accessories,13,1899.72,2640.52,34326.76,24696.36,9630.4,Card
ORD0301,2025-10-07,West,Rahul,Backpack,Bags,13,1688.48,1928.22,25066.86,21950.24,3116.62,Cash
ORD0302,2025-12-09,North,Arun,Tablet,Electronics,1,19075.81,21408.76,21408.76,19075.81,2332.95,Bank Transfer
ORD0303,2025-03-19,North,Sneha,Keyboard,Accessories,14,906.91,1016.09,14225.26,12696.74,1528.52,Bank Transfer
ORD0304,2025-11-12,West,Divya,Printer,Electronics,1,8537.9,11099.5,11099.5,8537.9,2561.6,Cash
ORD0305,2025-09-29,East,Vishnu,Laptop,Electronics,9,44455.99,49059.64,441536.76,400103.91,41432.85,Cash
ORD0306,2025-04-02,North,Meera,Tablet,Electronics,14,18440.37,22666.39,317329.46,258165.18,59164.28,Card
ORD0307,2025-07-01,East,Kiran,Mouse,Accessories,4,502.47,590.77,2363.08,2009.88,353.2,Cash
ORD0308,2025-12-23,South,Vishnu,Printer,Electronics,7,8200.37,9618.73,67331.11,57402.59,9928.52,Cash
ORD0309,2025-07-27,West,Kiran,USB Drive,Accessories,14,708.73,786.34,11008.76,9922.22,1086.54,Bank Transfer
ORD0310,2025-09-13,West,Anjali,Laptop,Electronics,11,38356.31,44164.03,485804.33,421919.41,63884.92,Cash
ORD0311,2025-12-21,West,Vishnu,Tablet,Electronics,15,15491.48,18023.18,270347.7,232372.2,37975.5,Cash
ORD0312,2025-10-16,North,Rahul,Monitor,Electronics,11,12976.75,17775.47,195530.17,142744.25,52785.92,UPI
ORD0313,2025-12-31,West,Meera,Laptop,Electronics,4,44854.16,59462.1,237848.4,179416.64,58431.76,UPI
ORD0314,2025-07-19,East,Kiran,Keyboard,Accessories,10,819.11,1106.12,11061.2,8191.1,2870.1,Card
ORD0315,2025-06-27,North,Meera,Backpack,Bags,12,1565.29,2071.88,24862.56,18783.48,6079.08,Bank Transfer
ORD0316,2025-11-11,West,Anjali,Mouse,Accessories,14,434.5,556.83,7795.62,6083.0,1712.62,Cash
ORD0317,2025-04-27,East,Kiran,USB Drive,Accessories,5,732.12,904.29,4521.45,3660.6,860.85,Bank Transfer
ORD0318,2025-11-13,East,Sneha,Keyboard,Accessories,11,896.82,1088.76,11976.36,9865.02,2111.34,Cash
ORD0319,2025-11-21,South,Kiran,Monitor,Electronics,5,10662.66,14005.44,70027.2,53313.3,16713.9,UPI
ORD0320,2025-08-16,East,Vishnu,Printer,Electronics,2,7419.48,10260.31,20520.62,14838.96,5681.66,Cash
ORD0321,2025-10-12,West,Meera,Keyboard,Accessories,2,807.16,996.56,1993.12,1614.32,378.8,Cash
ORD0322,2025-06-16,West,Arun,Monitor,Electronics,6,11862.66,15173.26,91039.56,71175.96,19863.6,UPI
ORD0323,2025-10-14,South,Rahul,Office Chair,Furniture,7,7313.55,9635.26,67446.82,51194.85,16251.97,Bank Transfer
ORD0324,2025-03-16,North,Rahul,Keyboard,Accessories,3,825.51,974.53,2923.59,2476.53,447.06,Bank Transfer
ORD0325,2025-07-04,East,Sneha,Headphones,Accessories,7,1664.89,2222.3,15556.1,11654.23,3901.87,Bank Transfer
ORD0326,2025-06-05,North,Kiran,Webcam,Electronics,10,2247.22,2544.06,25440.6,22472.2,2968.4,UPI
ORD0327,2025-06-21,West,Rahul,Webcam,Electronics,7,2627.55,3150.07,22050.49,18392.85,3657.64,UPI
ORD0328,2025-06-10,South,Kiran,Printer,Electronics,10,9237.97,10718.41,107184.1,92379.7,14804.4,UPI
ORD0329,2025-10-22,South,Anjali,Headphones,Accessories,12,1842.73,2298.44,27581.28,22112.76,5468.52,Bank Transfer
ORD0330,2025-10-16,South,Rahul,Headphones,Accessories,14,1883.64,2278.27,31895.78,26370.96,5524.82,Cash
ORD0331,2025-05-30,North,Kiran,Backpack,Bags,8,1954.34,2272.69,18181.52,15634.72,2546.8,Bank Transfer
ORD0332,2025-03-20,West,Kiran,Keyboard,Accessories,11,833.14,979.61,10775.71,9164.54,1611.17,Cash
ORD0333,2025-09-17,West,Arun,Desk,Furniture,10,8728.28,10650.61,106506.1,87282.8,19223.3,UPI
ORD0334,2025-02-13,North,Sneha,Backpack,Bags,15,1895.53,2422.76,36341.4,28432.95,7908.45,UPI
ORD0335,2025-11-27,West,Anjali,Keyboard,Accessories,11,902.85,1145.69,12602.59,9931.35,2671.24,Bank Transfer
ORD0336,2025-09-23,South,Divya,Monitor,Electronics,1,10495.82,12244.43,12244.43,10495.82,1748.61,UPI
ORD0337,2025-09-14,South,Anjali,Office Chair,Furniture,8,7301.6,9321.05,74568.4,58412.8,16155.6,Cash
ORD0338,2025-02-13,North,Rahul,Desk,Furniture,2,8314.72,11442.42,22884.84,16629.44,6255.4,UPI
ORD0339,2025-09-05,East,Divya,Headphones,Accessories,6,1734.9,2016.06,12096.36,10409.4,1686.96,Cash
ORD0340,2025-06-03,North,Meera,Desk,Furniture,12,9217.72,11021.38,132256.56,110612.64,21643.92,Cash
ORD0341,2025-05-05,South,Rahul,Printer,Electronics,11,7457.4,9993.03,109923.33,82031.4,27891.93,UPI
ORD0342,2025-07-27,South,Rahul,Tablet,Electronics,7,19613.08,22938.61,160570.27,137291.56,23278.71,Bank Transfer
ORD0343,2025-08-19,West,Kiran,Office Chair,Furniture,1,7240.43,9882.67,9882.67,7240.43,2642.24,Cash
ORD0344,2025-02-02,North,Rahul,Backpack,Bags,4,1622.6,2151.08,8604.32,6490.4,2113.92,UPI
ORD0345,2025-09-08,East,Kiran,Printer,Electronics,4,8197.29,9662.2,38648.8,32789.16,5859.64,Bank Transfer
ORD0346,2025-11-13,South,Vishnu,Webcam,Electronics,2,2342.45,3170.87,6341.74,4684.9,1656.84,Cash
ORD0347,2025-03-01,South,Anjali,USB Drive,Accessories,3,649.81,761.3,2283.9,1949.43,334.47,Card
ORD0348,2025-07-16,West,Rahul,Tablet,Electronics,7,17182.08,19610.94,137276.58,120274.56,17002.02,Bank Transfer
ORD0349,2025-03-30,South,Divya,USB Drive,Accessories,9,716.35,926.65,8339.85,6447.15,1892.7,UPI
ORD0350,2025-01-28,East,Arun,Keyboard,Accessories,3,835.78,1032.44,3097.32,2507.34,589.98,Bank Transfer
ORD0351,2025-09-16,West,Kiran,Keyboard,Accessories,4,948.42,1317.5,5270.0,3793.68,1476.32,Bank Transfer
ORD0352,2025-02-12,North,Sneha,Office Chair,Furniture,12,7419.81,9249.61,110995.32,89037.72,21957.6,UPI
ORD0353,2025-08-23,West,Meera,Laptop,Electronics,5,40779.49,48388.99,241944.95,203897.45,38047.5,Cash
ORD0354,2025-10-05,North,Divya,Headphones,Accessories,13,1774.4,2479.31,32231.03,23067.2,9163.83,Card
ORD0355,2025-05-07,East,Arun,Office Chair,Furniture,2,7237.98,9381.16,18762.32,14475.96,4286.36,Bank Transfer
ORD0356,2025-03-02,South,Sneha,Headphones,Accessories,6,1917.99,2159.84,12959.04,11507.94,1451.1,UPI
ORD0357,2025-03-13,South,Sneha,Backpack,Bags,10,1814.75,2086.59,20865.9,18147.5,2718.4,Cash
ORD0358,2025-03-28,East,Vishnu,Webcam,Electronics,6,2457.68,3143.51,18861.06,14746.08,4114.98,UPI
ORD0359,2025-12-14,North,Rahul,Webcam,Electronics,5,2720.25,3412.08,17060.4,13601.25,3459.15,Bank Transfer
ORD0360,2025-03-09,South,Rahul,Laptop,Electronics,5,48004.29,54632.07,273160.35,240021.45,33138.9,UPI
ORD0361,2025-03-14,East,Kiran,Mouse,Accessories,13,530.44,645.98,8397.74,6895.72,1502.02,Bank Transfer
ORD0362,2025-02-17,West,Vishnu,Desk,Furniture,2,9075.66,12379.54,24759.08,18151.32,6607.76,UPI
ORD0363,2025-02-17,West,Anjali,Desk,Furniture,8,8386.4,9231.26,73850.08,67091.2,6758.88,Cash
ORD0364,2025-04-19,West,Vishnu,Tablet,Electronics,7,16280.23,20006.66,140046.62,113961.61,26085.01,UPI
ORD0365,2025-09-06,East,Arun,Headphones,Accessories,6,1776.29,2023.51,12141.06,10657.74,1483.32,Cash
ORD0366,2025-03-05,South,Divya,Monitor,Electronics,11,12551.67,15537.39,170911.29,138068.37,32842.92,Bank Transfer
ORD0367,2025-03-09,East,Rahul,Laptop,Electronics,7,40526.08,52950.47,370653.29,283682.56,86970.73,UPI
ORD0368,2025-12-07,South,Arun,Monitor,Electronics,11,11281.31,12688.38,139572.18,124094.41,15477.77,Bank Transfer
ORD0369,2025-08-08,North,Meera,USB Drive,Accessories,5,722.05,957.85,4789.25,3610.25,1179.0,Cash
ORD0370,2025-09-23,West,Arun,Mouse,Accessories,8,434.74,555.64,4445.12,3477.92,967.2,Cash
ORD0371,2025-08-05,South,Divya,Backpack,Bags,6,1897.7,2650.04,15900.24,11386.2,4514.04,Cash
ORD0372,2025-02-22,East,Anjali,Mouse,Accessories,7,436.17,585.25,4096.75,3053.19,1043.56,UPI
ORD0373,2025-03-10,South,Meera,Keyboard,Accessories,7,939.03,1245.1,8715.7,6573.21,2142.49,Cash
ORD0374,2025-04-20,South,Kiran,Webcam,Electronics,11,2227.57,2685.02,29535.22,24503.27,5031.95,Bank Transfer
ORD0375,2025-03-05,West,Anjali,Mouse,Accessories,2,537.07,613.34,1226.68,1074.14,152.54,Bank Transfer
ORD0376,2025-02-13,South,Vishnu,Printer,Electronics,13,7522.14,8899.37,115691.81,97787.82,17903.99,Cash
ORD0377,2025-09-18,South,Kiran,USB Drive,Accessories,15,647.79,813.19,12197.85,9716.85,2481.0,UPI
ORD0378,2025-05-03,West,Kiran,USB Drive,Accessories,1,732.17,979.74,979.74,732.17,247.57,Cash
ORD0379,2025-01-07,East,Anjali,Mouse,Accessories,8,504.76,565.99,4527.92,4038.08,489.84,Card
ORD0380,2025-10-07,South,Divya,Office Chair,Furniture,14,7418.2,9096.63,127352.82,103854.8,23498.02,Cash
ORD0381,2025-01-21,North,Kiran,Laptop,Electronics,10,39009.74,45979.05,459790.5,390097.4,69693.1,UPI
ORD0382,2025-12-26,West,Meera,USB Drive,Accessories,12,682.68,836.03,10032.36,8192.16,1840.2,Card
ORD0383,2025-04-15,South,Anjali,Headphones,Accessories,2,1669.46,2092.49,4184.98,3338.92,846.06,Bank Transfer
ORD0384,2025-11-26,North,Vishnu,Webcam,Electronics,11,2602.02,3369.49,37064.39,28622.22,8442.17,Bank Transfer
ORD0385,2025-08-11,North,Divya,Backpack,Bags,14,1637.39,1921.22,26897.08,22923.46,3973.62,Cash
ORD0386,2025-03-03,North,Rahul,Headphones,Accessories,11,1863.76,2464.26,27106.86,20501.36,6605.5,Cash
ORD0387,2025-05-13,South,Anjali,Keyboard,Accessories,8,979.43,1231.05,9848.4,7835.44,2012.96,Card
ORD0388,2025-03-02,North,Anjali,Backpack,Bags,13,1923.06,2538.21,32996.73,24999.78,7996.95,Bank Transfer
ORD0389,2025-10-23,North,Divya,Headphones,Accessories,9,1558.74,2047.71,18429.39,14028.66,4400.73,Bank Transfer
ORD0390,2025-03-27,East,Rahul,Tablet,Electronics,6,15549.48,21113.21,126679.26,93296.88,33382.38,UPI
ORD0391,2025-04-27,North,Arun,Monitor,Electronics,15,11921.74,15698.95,235484.25,178826.1,56658.15,Cash
ORD0392,2025-03-18,South,Arun,Mouse,Accessories,1,483.97,587.97,587.97,483.97,104.0,Bank Transfer
ORD0393,2025-06-13,East,Meera,Mouse,Accessories,6,456.03,626.93,3761.58,2736.18,1025.4,UPI
ORD0394,2025-04-25,North,Kiran,Monitor,Electronics,9,12219.98,13635.07,122715.63,109979.82,12735.81,Cash
ORD0395,2025-06-17,North,Divya,Desk,Furniture,14,8285.19,11213.62,156990.68,115992.66,40998.02,Cash
ORD0396,2025-11-15,South,Divya,Printer,Electronics,4,7844.64,10475.36,41901.44,31378.56,10522.88,UPI
ORD0397,2025-10-07,South,Rahul,Webcam,Electronics,8,2748.62,3663.27,29306.16,21988.96,7317.2,Cash
ORD0398,2025-12-22,North,Anjali,Office Chair,Furniture,1,6357.75,7654.27,7654.27,6357.75,1296.52,Cash
ORD0399,2025-02-23,South,Sneha,USB Drive,Accessories,7,743.58,980.16,6861.12,5205.06,1656.06,Bank Transfer
ORD0400,2025-05-24,North,Arun,Desk,Furniture,1,9838.26,11242.3,11242.3,9838.26,1404.04,Card
ORD0401,2025-02-13,North,Rahul,Tablet,Electronics,7,18453.81,22361.36,156529.52,129176.67,27352.85,Bank Transfer
ORD0402,2025-03-08,South,Vishnu,Monitor,Electronics,10,11903.46,14647.15,146471.5,119034.6,27436.9,UPI
ORD0403,2025-06-17,East,Divya,Printer,Electronics,15,8926.74,11695.97,175439.55,133901.1,41538.45,UPI
ORD0404,2025-10-27,North,Rahul,Mouse,Accessories,2,542.94,619.4,1238.8,1085.88,152.92,Cash
ORD0405,2025-10-02,East,Sneha,Keyboard,Accessories,8,869.86,1062.93,8503.44,6958.88,1544.56,Bank Transfer
ORD0406,2025-03-22,East,Arun,Headphones,Accessories,8,1649.25,1873.51,14988.08,13194.0,1794.08,Card
ORD0407,2025-07-02,West,Arun,Printer,Electronics,3,7418.83,8713.16,26139.48,22256.49,3882.99,UPI
ORD0408,2025-07-27,West,Sneha,Headphones,Accessories,14,1975.8,2191.8,30685.2,27661.2,3024.0,Cash
ORD0409,2025-01-07,North,Sneha,Desk,Furniture,2,9458.77,10801.33,21602.66,18917.54,2685.12,Card
ORD0410,2025-11-27,North,Vishnu,Mouse,Accessories,14,475.07,620.39,8685.46,6650.98,2034.48,Cash
ORD0411,2025-03-07,North,Anjali,Laptop,Electronics,2,40474.69,52365.99,104731.98,80949.38,23782.6,Cash
ORD0412,2025-08-10,West,Divya,Laptop,Electronics,8,38819.67,53463.98,427711.84,310557.36,117154.48,Cash
ORD0413,2025-04-06,East,Vishnu,Office Chair,Furniture,11,6696.66,8077.4,88851.4,73663.26,15188.14,Bank Transfer
ORD0414,2025-11-28,East,Divya,Keyboard,Accessories,1,903.17,1160.66,1160.66,903.17,257.49,Bank Transfer
ORD0415,2025-03-12,West,Sneha,Tablet,Electronics,8,15574.41,18439.05,147512.4,124595.28,22917.12,Card
ORD0416,2025-07-15,East,Divya,USB Drive,Accessories,13,690.14,763.2,9921.6,8971.82,949.78,Bank Transfer
ORD0417,2025-05-19,South,Arun,Printer,Electronics,15,8427.01,10082.76,151241.4,126405.15,24836.25,UPI
ORD0418,2025-05-24,North,Divya,Webcam,Electronics,4,2143.31,2878.91,11515.64,8573.24,2942.4,UPI
ORD0419,2025-12-03,South,Vishnu,Webcam,Electronics,4,2733.74,3089.24,12356.96,10934.96,1422.0,Cash
ORD0420,2025-07-01,South,Rahul,Mouse,Accessories,10,530.81,710.87,7108.7,5308.1,1800.6,Card
ORD0421,2025-10-30,North,Anjali,Webcam,Electronics,6,2628.88,3441.96,20651.76,15773.28,4878.48,Card
ORD0422,2025-09-10,East,Rahul,Webcam,Electronics,4,2647.94,3556.5,14226.0,10591.76,3634.24,Bank Transfer
ORD0423,2025-01-11,West,Arun,Laptop,Electronics,2,38881.89,49788.21,99576.42,77763.78,21812.64,UPI
ORD0424,2025-04-01,East,Arun,Webcam,Electronics,4,2629.03,3160.69,12642.76,10516.12,2126.64,Cash
ORD0425,2025-02-26,East,Meera,Keyboard,Accessories,10,923.56,1055.16,10551.6,9235.6,1316.0,UPI
ORD0426,2025-06-04,East,Rahul,Backpack,Bags,11,1708.02,1930.59,21236.49,18788.22,2448.27,Card
ORD0427,2025-11-29,East,Rahul,Backpack,Bags,7,1886.33,2618.6,18330.2,13204.31,5125.89,UPI
ORD0428,2025-06-07,East,Rahul,Mouse,Accessories,11,498.62,574.71,6321.81,5484.82,836.99,Card
ORD0429,2025-07-20,North,Rahul,Backpack,Bags,1,1956.95,2709.61,2709.61,1956.95,752.66,UPI
ORD0430,2025-09-12,South,Anjali,Webcam,Electronics,4,2524.78,2856.11,11424.44,10099.12,1325.32,Cash
ORD0431,2025-02-15,East,Divya,Mouse,Accessories,6,547.8,630.17,3781.02,3286.8,494.22,Cash
ORD0432,2025-05-12,North,Arun,Headphones,Accessories,4,1642.29,1839.92,7359.68,6569.16,790.52,Cash
ORD0433,2025-07-31,West,Kiran,Office Chair,Furniture,8,7232.02,10057.79,80462.32,57856.16,22606.16,UPI
ORD0434,2025-10-23,South,Rahul,Tablet,Electronics,7,15756.43,19598.58,137190.06,110295.01,26895.05,Bank Transfer
ORD0435,2025-06-13,East,Meera,Monitor,Electronics,13,12737.29,15137.92,196792.96,165584.77,31208.19,Cash
ORD0436,2025-02-08,North,Anjali,Printer,Electronics,3,9111.85,10462.88,31388.64,27335.55,4053.09,Bank Transfer
ORD0437,2025-11-07,West,Rahul,Backpack,Bags,1,1724.1,2234.59,2234.59,1724.1,510.49,Cash
ORD0438,2025-12-23,East,Vishnu,Monitor,Electronics,6,10816.65,12514.81,75088.86,64899.9,10188.96,UPI
ORD0439,2025-09-09,South,Arun,Mouse,Accessories,2,431.2,548.28,1096.56,862.4,234.16,UPI
ORD0440,2025-11-17,West,Sneha,Laptop,Electronics,7,39235.82,52857.29,370001.03,274650.74,95350.29,Cash
ORD0441,2025-02-11,West,Meera,Laptop,Electronics,4,40171.86,47705.83,190823.32,160687.44,30135.88,UPI
ORD0442,2025-02-16,West,Rahul,Office Chair,Furniture,8,6805.92,8836.21,70689.68,54447.36,16242.32,UPI
ORD0443,2025-08-14,West,Vishnu,Office Chair,Furniture,6,6276.52,6988.18,41929.08,37659.12,4269.96,Card
ORD0444,2025-12-08,North,Meera,Headphones,Accessories,10,1557.74,2065.05,20650.5,15577.4,5073.1,UPI
ORD0445,2025-10-11,North,Kiran,Tablet,Electronics,7,19668.17,25114.64,175802.48,137677.19,38125.29,Bank Transfer
ORD0446,2025-05-01,West,Vishnu,Tablet,Electronics,11,19201.02,23856.26,262418.86,211211.22,51207.64,Cash
ORD0447,2025-10-20,South,Meera,Office Chair,Furniture,15,7444.39,8266.39,123995.85,111665.85,12330.0,Bank Transfer
ORD0448,2025-03-06,North,Kiran,Keyboard,Accessories,3,983.74,1320.71,3962.13,2951.22,1010.91,Cash
ORD0449,2025-03-17,East,Anjali,USB Drive,Accessories,7,630.34,848.92,5942.44,4412.38,1530.06,Cash
ORD0450,2025-05-22,West,Arun,Monitor,Electronics,7,11869.09,15021.71,105151.97,83083.63,22068.34,Bank Transfer
ORD0451,2025-10-26,North,Meera,Monitor,Electronics,7,10648.93,13523.91,94667.37,74542.51,20124.86,Cash
ORD0452,2025-07-30,East,Kiran,Headphones,Accessories,14,1771.04,2130.85,29831.9,24794.56,5037.34,Bank Transfer
ORD0453,2025-07-26,South,Kiran,Webcam,Electronics,10,2420.65,2787.77,27877.7,24206.5,3671.2,Cash
ORD0454,2025-01-26,West,Vishnu,Office Chair,Furniture,15,7488.18,9788.21,146823.15,112322.7,34500.45,UPI
